period,lau,name,registered_unemployed,registered_unemployed_females,disponible_unemployed,low_educated,long_term,unemployment_inflow,unemployment_outflow,below_25,over_55,vacancies,pop_period,TOTAL,Y15-64,Y15-64-females
2024-10-01,HU2215,Pannonhalmi Járás,126,65,,39,,,,15,53,,2023,15818,10461,4825
2024-10-01,HU2217,Téti Járás,130,75,,29,,,,11,58,,2023,15114,9976,4769
2024-10-01,HU2211,Csornai Járás,177,91,,49,,,,11,87,,2023,32035,20684,9890
2024-10-01,HU2225,Szentgotthárdi Járás,182,84,,38,,,,9,76,,2023,14170,9280,4397
2024-10-01,HU1106,Budapest 05. kerület,207,121,,32,,,,8,68,,2023,23494,16446,7901
2024-10-01,HU2213,Kapuvári Járás,212,106,,50,,,,26,96,,2023,23910,15386,7407
2024-10-01,HU2316,Pécsváradi Járás,232,107,,83,,,,27,73,,2023,10982,6738,3298
2024-10-01,HU1101,Budapest 01. kerület,247,138,,17,,,,13,76,,2023,24094,15163,7777
2024-10-01,HU2236,Zalaszentgróti Járás,263,147,,105,,,,33,106,,2023,14129,9005,4387
2024-10-01,HU110N,Budapest 23. kerület,264,144,,72,,,,16,109,,2023,22300,14988,7257
2024-10-01,HU2311,Bólyi Járás,278,131,,118,,,,39,86,,2023,11132,7086,3473
2024-10-01,HU2223,Kőszegi Járás,281,138,,76,,,,22,114,,2023,25684,17100,8348
2024-10-01,HU3121,Bélapátfalvai Járás,284,136,,112,,,,31,84,,2023,7893,4986,2403
2024-10-01,HU213A,Zirci Járás,311,146,,86,,,,37,116,,2023,18214,11851,5725
2024-10-01,HU3333,Kisteleki Járás,327,160,,110,,,,34,133,,2023,17198,10984,5280
2024-10-01,PL22C3,Powiat bieruńsko-lędziński,349,203,,65,54,,,59,57,85,2023,59443,39279,19471
2024-10-01,HU3331,Csongrádi Járás,351,181,,111,,,,44,135,,2023,20715,12805,6246
2024-10-01,PL4313,Powiat słubicki,354,191,,102,90,,,43,80,39,2023,45854,30839,15259
2024-10-01,PL6333,Powiat m.Sopot,359,187,,67,81,,,18,75,41,2023,31903,19092,9810
2024-10-01,HU331B,Tiszakécskei Járás,360,182,,109,,,,34,169,,2023,24126,15348,7469
2024-10-01,HU2133,Balatonfüredi Járás,363,184,,68,,,,30,144,,2023,25613,15790,7899
2024-10-01,HU120G,Szobi Járás,366,184,,72,,,,22,145,,2023,25297,16120,7724
2024-10-01,HU3319,Kiskunmajsai Járás,376,222,,144,,,,23,208,,2023,18719,12092,5858
2024-10-01,HU2227,Vasvári Járás,388,178,,183,,,,41,124,,2023,12879,8446,4018
2024-10-01,PL4178,Powiat wolsztyński,394,227,,96,89,,,85,52,109,2023,56672,36877,18175
2024-10-01,HU120C,Pilisvörösvári Járás,397,222,,46,,,,24,147,,2023,57431,36853,18506
2024-10-01,HU2122,Kisbéri Járás,400,208,,147,,,,59,111,,2023,19202,12618,6041
2024-10-01,HU2136,Sümegi Járás,406,210,,179,,,,42,129,,2023,14248,9360,4509
2024-10-01,HU2124,Oroszlányi Járás,409,209,,156,,,,43,126,,2023,25750,17191,8473
2024-10-01,HU3311,Bácsalmási Járás,412,203,,178,,,,34,202,,2023,17236,10715,5083
2024-10-01,PL7155,Powiat skierniewicki,425,243,,99,184,,,71,76,48,2023,37787,24302,11778
2024-10-01,HU2115,Martonvásári Járás,426,215,,185,,,,44,136,,2023,28059,18825,8829
2024-10-01,HU2114,Gárdonyi Járás,428,217,,77,,,,40,147,,2023,37434,23507,11629
2024-10-01,HU2221,Celldömölki Járás,430,238,,126,,,,54,136,,2023,22671,14588,7172
2024-10-01,PL4315,Powiat sulęciński,442,234,,125,95,,,60,80,24,2023,33495,21991,10611
2024-10-01,HU110C,Budapest 12. kerület,443,257,,30,,,,10,129,,2023,55395,32627,17207
2024-10-01,SK0223,Myjava,450,199,412,60,88,77,85,70,57,299,2023,25013,16002,7767
2024-10-01,HU3335,Mórahalmi Járás,457,242,,130,,,,60,163,,2023,28087,17952,8637
2024-10-01,HU3313,Jánoshalmai Járás,458,222,,200,,,,47,176,,2023,15267,9758,4641
2024-10-01,HU1107,Budapest 06. kerület,459,253,,103,,,,21,153,,2023,34834,25878,12938
2024-10-01,HU2233,Letenyei Járás,470,215,,244,,,,56,184,,2023,14467,9271,4452
2024-10-01,HU2222,Körmendi Járás,476,231,,125,,,,58,160,,2023,24860,16073,7755
2024-10-01,HU2328,Tabi Járás,487,250,,214,,,,67,166,,2023,11668,7364,3517
2024-10-01,PL22A6,Powiat m.Świętochłowice,488,304,,172,135,,,58,74,907,2023,45434,29489,14731
2024-10-01,HU2336,Tolnai Járás,489,262,,211,,,,68,133,,2023,17355,10827,5326
2024-10-01,SK0319,Turčianske Teplice,493,220,452,106,204,53,53,73,94,236,2023,15753,10288,5017
2024-10-01,HU3328,Szarvasi Járás,499,239,,131,,,,66,159,,2023,24677,15413,7513
2024-10-01,SK0424,Košice III,500,254,461,55,126,66,65,54,69,38,2023,27551,16994,8529
2024-10-01,HU2116,Móri Járás,507,261,,158,,,,48,171,,2023,33633,21930,10736
2024-10-01,PL6385,Powiat sztumski,509,334,,141,92,,,96,67,12,2023,38341,25410,12364
2024-10-01,HU2232,Lenti Járás,509,243,,161,,,,49,190,,2023,17834,11146,5276
2024-10-01,HU2132,Balatonalmádi Járás,514,281,,74,,,,39,212,,2023,27023,16734,8144
2024-10-01,HU2123,Komáromi Járás,515,271,,143,,,,47,186,,2023,39232,25905,12418
2024-10-01,PL6235,Powiat gołdapski,517,291,,183,144,,,75,95,6,2023,24860,16410,7976
2024-10-01,HU2331,Bonyhádi Járás,520,269,,154,,,,60,136,,2023,28086,17830,8634
2024-10-01,SK0322,Banská Štiavnica,524,265,449,110,225,62,53,62,118,56,2023,15407,10183,5043
2024-10-01,PL4163,Powiat kępiński,526,313,,97,180,,,103,97,148,2023,55924,37012,18095
2024-10-01,HU120I,Vecsési Járás,527,300,,134,,,,38,167,,2023,50489,33553,16671
2024-10-01,PL4287,Powiat m.Świnoujście,533,238,,177,162,,,43,126,195,2023,38904,24469,12272
2024-10-01,PL4262,Powiat kołobrzeski,534,273,,107,91,,,67,90,224,2023,76721,49175,24910
2024-10-01,HU110M,Budapest 22. kerület,536,309,,101,,,,27,183,,2023,56561,35800,18019
2024-10-01,HU2111,Bicskei Járás,544,263,,179,,,,43,209,,2023,36008,23753,11544
2024-10-01,PL9252,Powiat łosicki,548,253,,155,180,,,112,60,193,2023,28628,18032,8541
2024-10-01,PL7154,Powiat rawski,553,288,,133,169,,,81,88,165,2023,46082,29333,14374
2024-10-01,PL8435,Powiat suwalski,559,268,,164,200,,,75,99,18,2023,34635,22823,10738
2024-10-01,HU2113,Enyingi Járás,570,307,,314,,,,74,209,,2023,19547,12936,6135
2024-10-01,HU2134,Devecseri Járás,574,283,,311,,,,75,175,,2023,14063,9160,4269
2024-10-01,HU2319,Szentlőrinci Járás,576,292,,243,,,,75,162,,2023,13825,9048,4406
2024-10-01,HU3337,Szentesi Járás,577,290,,129,,,,65,201,,2023,36458,22922,11219
2024-10-01,HU2126,Tatai Járás,582,303,,130,,,,63,167,,2023,39903,26003,12508
2024-10-01,HU1108,Budapest 07. kerület,588,330,,132,,,,29,164,,2023,49323,37118,18664
2024-10-01,PL4174,Powiat leszczyński,595,364,,130,163,,,122,86,116,2023,60017,39555,19473
2024-10-01,HU2224,Sárvári Járás,597,296,,139,,,,58,215,,2023,38269,24873,12294
2024-10-01,SK0221,Bánovce nad Bebravou,610,338,500,86,151,99,119,93,118,425,2023,35186,23220,11326
2024-10-01,PL4175,Powiat międzychodzki,611,368,,188,145,,,133,75,17,2023,35593,22959,11210
2024-10-01,PL6236,Powiat węgorzewski,611,275,,181,179,,,71,129,8,2023,20804,13376,6389
2024-10-01,HU2216,Soproni Járás,624,296,,118,,,,49,220,,2023,102528,67884,33426
2024-10-01,PL6225,Powiat nidzicki,624,320,,224,177,,,98,110,50,2023,30460,20259,9750
2024-10-01,HU2312,Hegyháti Járás,633,319,,362,,,,74,189,,2023,11092,7102,3386
2024-10-01,PL4323,Powiat świebodziński,635,340,,178,124,,,93,94,198,2023,53961,34988,17193
2024-10-01,PL4181,Powiat obornicki,641,351,,181,119,,,109,110,29,2023,58812,38427,18819
2024-10-01,PL4185,Powiat śremski,644,386,,158,137,,,114,90,70,2023,61044,39861,19815
2024-10-01,HU2138,Várpalotai Járás,644,310,,240,,,,57,244,,2023,35957,23285,11242
2024-10-01,HU110H,Budapest 16. kerület,658,385,,107,,,,32,225,,2023,72154,45139,23264
2024-10-01,SK0213,Hlohovec,662,376,600,99,84,123,140,105,98,1875,2023,43197,28393,13795
2024-10-01,HU1102,Budapest 02. kerület,666,396,,30,,,,26,177,,2023,85018,50114,26407
2024-10-01,HU110F,Budapest 19. kerület,667,374,,131,,,,37,190,,2023,56561,36529,18663
2024-10-01,HU1201,Aszódi Járás,679,370,,278,,,,56,222,,2023,37549,24697,12001
2024-10-01,HU311G,Tokaji Járás,682,337,,285,,,,87,250,,2023,11579,7473,3686
2024-10-01,HU2214,Mosonmagyaróvári Járás,686,331,,159,,,,49,266,,2023,80589,54441,26740
2024-10-01,SK0228,Púchov,692,389,628,54,138,118,141,101,116,1081,2023,43710,29057,14151
2024-10-01,PL7124,Powiat brzeziński,703,303,,247,261,,,89,108,27,2023,30159,19402,9624
2024-10-01,SK0237,Zlaté Moravce,704,424,618,67,155,107,146,90,130,125,2023,40765,26598,12867
2024-10-01,HU3134,Rétsági Járás,705,348,,284,,,,82,279,,2023,24315,15919,7622
2024-10-01,HU2117,Sárbogárdi Járás,706,393,,325,,,,66,309,,2023,26300,17049,8233
2024-10-01,SK0311,Bytča,708,376,611,59,210,74,80,111,124,99,2023,31308,21194,10293
2024-10-01,HU3332,Hódmezővásárhelyi Járás,708,366,,193,,,,70,291,,2023,51418,32396,15830
2024-10-01,PL5181,Powiat milicki,712,401,,182,293,,,124,127,62,2023,35603,22859,11111
2024-10-01,HU323D,Záhonyi Járás,716,362,,368,,,,101,231,,2023,17532,11481,5618
2024-10-01,HU1205,Dunakeszi Járás,721,405,,100,,,,51,260,,2023,87830,57544,28636
2024-10-01,SK0415,Medzilaborce,727,352,530,333,423,40,22,90,124,29,2023,10665,7047,3320
2024-10-01,HU2137,Tapolcai Járás,732,397,,210,,,,65,333,,2023,32627,20529,10102
2024-10-01,HU3317,Kiskunfélegyházi Járás,736,384,,265,,,,69,290,,2023,35630,22812,11286
2024-10-01,PL4176,Powiat nowotomyski,736,407,,163,173,,,134,107,113,2023,75178,49082,24282
2024-10-01,HU120B,Nagykőrösi Járás,737,410,,350,,,,70,222,,2023,26903,17275,8600
2024-10-01,PL7156,Powiat m.Skierniewice,747,456,,169,324,,,60,119,55,2023,45184,28288,14289
2024-10-01,PL2145,Powiat proszowicki,747,356,,196,271,,,185,90,40,2023,42005,27254,13266
2024-10-01,HU2231,Keszthelyi Járás,747,392,,166,,,,64,331,,2023,48295,29930,15145
2024-10-01,HU3232,Csengeri Járás,747,333,,460,,,,115,200,,2023,12441,7856,3818
2024-10-01,HU120D,Ráckevei Járás,754,400,,289,,,,64,302,,2023,38982,24987,12072
2024-10-01,HU3334,Makói Járás,756,406,,282,,,,79,348,,2023,41217,26232,12747
2024-10-01,PL2276,Powiat m.Żory,758,478,,192,184,,,113,79,47,2023,61774,39191,19631
2024-10-01,HU2131,Ajkai Járás,760,330,,220,,,,90,236,,2023,36431,23070,11223
2024-10-01,HU3323,Gyomaendrődi Járás,761,394,,268,,,,122,229,,2023,20862,13137,6325
2024-10-01,PL8217,Powiat m.Krosno,773,407,,104,287,,,71,114,62,2023,44060,27385,13889
2024-10-01,HU1202,Budakeszi Járás,776,430,,125,,,,40,313,,2023,97357,62025,31368
2024-10-01,HU3235,Kemecsei Járás,781,456,,370,,,,91,312,,2023,20724,13848,6678
2024-10-01,SK0101,Bratislava I,791,424,752,58,158,82,108,54,102,6081,2023,47375,29977,14898
2024-10-01,PL2143,Powiat miechowski,793,416,,204,345,,,166,101,18,2023,46667,29250,14388
2024-10-01,PL2272,Powiat rybnicki,794,501,,218,281,,,163,96,170,2023,76666,50361,24953
2024-10-01,SK0325,Krupina,796,403,621,242,327,80,83,121,165,619,2023,21271,14270,6902
2024-10-01,PL22A5,Powiat m.Siemianowice Śląskie,799,437,,261,151,,,79,139,159,2023,63401,40434,20483
2024-10-01,HU110K,Budapest 20. kerület,800,454,,244,,,,58,259,,2023,61766,40685,20545
2024-10-01,PL9262,Powiat sochaczewski,803,429,,203,108,,,104,122,148,2023,83174,53540,26506
2024-10-01,HU1208,Gyáli Járás,809,436,,242,,,,62,196,,2023,43731,29491,14388
2024-10-01,HU120E,Szentendrei Járás,821,455,,127,,,,51,323,,2023,88005,56361,28358
2024-10-01,HU2322,Csurgói Járás,822,463,,401,,,,111,233,,2023,14827,9681,4715
2024-10-01,PL4167,Powiat pleszewski,823,481,,162,153,,,210,107,64,2023,61251,39912,19518
2024-10-01,PL4311,Powiat gorzowski,823,447,,267,182,,,125,137,82,2023,73897,49612,24426
2024-10-01,HU3228,Tiszafüredi Járás,829,432,,344,,,,107,279,,2023,17770,11134,5471
2024-10-01,PL4321,Powiat krośnieński,836,496,,225,206,,,130,127,113,2023,52717,34657,16976
2024-10-01,PL8433,Powiat moniecki,836,371,,280,423,,,134,148,14,2023,37358,24772,11908
2024-10-01,SK0324,Detva,839,445,720,158,334,76,81,107,176,57,2023,30562,19999,9708
2024-10-01,SK031A,Tvrdošín,840,412,754,79,169,117,125,154,132,62,2023,35745,23772,11457
2024-10-01,HU3123,Füzesabonyi Járás,841,502,,389,,,,78,296,,2023,28329,18240,8848
2024-10-01,HU331A,Kunszentmiklósi Járás,847,474,,411,,,,106,303,,2023,29119,18460,8822
2024-10-01,PL5154,Powiat kamiennogórski,850,406,,244,233,,,126,170,76,2023,40319,26383,12898
2024-10-01,HU3234,Ibrányi Járás,854,517,,464,,,,102,308,,2023,22046,14561,7027
2024-10-01,HU3324,Gyulai Járás,854,426,,250,,,,135,218,,2023,37144,23274,11739
2024-10-01,PL7146,Powiat wieruszowski,855,447,,170,280,,,189,112,75,2023,41452,27123,13172
2024-10-01,PL4166,Powiat ostrzeszowski,865,519,,136,248,,,177,129,172,2023,54566,35609,17488
2024-10-01,PL4173,Powiat kościański,865,553,,190,261,,,147,133,94,2023,77239,50060,24749
2024-10-01,PL9211,Powiat białobrzeski,868,353,,243,366,,,173,130,0,2023,32520,21084,10131
2024-10-01,PL4327,Powiat wschowski,870,500,,217,309,,,155,132,66,2023,37251,24206,11906
2024-10-01,HU3217,Hajdúnánási Járás,872,513,,329,,,,94,333,,2023,28067,18062,8669
2024-10-01,PL8425,Powiat siemiatycki,879,347,,279,459,,,133,166,32,2023,40636,26084,12658
2024-10-01,PL7152,Powiat łęczycki,883,434,,345,365,,,112,187,266,2023,46666,29683,14542
2024-10-01,PL7228,Powiat włoszczowski,885,525,,146,373,,,152,168,41,2023,42932,27622,13319
2024-10-01,PL2141,Powiat bocheński,885,467,,160,250,,,142,160,266,2023,106946,69513,34459
2024-10-01,PL8424,Powiat łomżyński,889,469,,238,315,,,187,126,25,2023,49608,33046,15792
2024-10-01,HU3316,Kiskőrösi Járás,890,475,,348,,,,91,360,,2023,51670,32467,15716
2024-10-01,HU3226,Mezőtúri Járás,892,492,,387,,,,109,304,,2023,25024,15574,7591
2024-10-01,PL7225,Powiat pińczowski,892,455,,141,484,,,164,137,44,2023,36739,23160,11203
2024-10-01,SK032C,Žarnovica,897,502,813,177,412,85,86,109,199,284,2023,24668,16153,7798
2024-10-01,PL8421,Powiat bielski,897,406,,230,341,,,143,164,37,2023,50596,31547,15284
2024-10-01,HU2317,Sellyei Járás,897,397,,481,,,,118,299,,2023,12611,8270,3944
2024-10-01,HU110I,Budapest 17. kerület,898,502,,170,,,,60,317,,2023,84821,54142,27579
2024-10-01,PL4177,Powiat rawicki,899,508,,177,221,,,211,92,146,2023,58601,38078,18645
2024-10-01,HU110L,Budapest 21. kerület,900,525,,281,,,,46,312,,2023,70337,46149,23401
2024-10-01,HU2135,Pápai Járás,907,441,,358,,,,104,310,,2023,54692,35251,17237
2024-10-01,HU120H,Váci Járás,911,479,,213,,,,84,339,,2023,70467,45937,22835
2024-10-01,HU3329,Szeghalmi Járás,913,473,,373,,,,122,330,,2023,26004,16695,7950
2024-10-01,PL4325,Powiat żagański,920,515,,258,195,,,133,166,97,2023,73604,47876,23598
2024-10-01,SK0216,Skalica,922,454,875,178,149,132,182,210,127,656,2023,46916,31057,15065
2024-10-01,HU2314,Mohácsi Járás,922,411,,392,,,,107,313,,2023,32622,20301,9990
2024-10-01,SK0214,Piešťany,925,500,817,84,123,157,173,135,144,512,2023,62015,39903,19759
2024-10-01,SK0225,Partizánske,926,507,764,106,166,157,166,153,181,244,2023,43509,28118,13591
2024-10-01,PL9245,Powiat wyszkowski,927,486,,205,116,,,184,130,72,2023,73441,47662,23209
2024-10-01,PL8112,Powiat parczewski,928,504,,258,457,,,136,139,169,2023,32223,20695,9929
2024-10-01,HU3318,Kiskunhalasi Járás,932,506,,372,,,,98,272,,2023,40388,26075,12731
2024-10-01,SK0222,Ilava,937,533,842,78,161,141,203,119,165,854,2023,56920,37262,18305
2024-10-01,PL5151,Powiat bolesławiecki,938,513,,236,137,,,125,154,174,2023,87642,56957,28229
2024-10-01,PL4179,Powiat m.Leszno,939,561,,280,273,,,142,141,92,2023,60051,38022,19380
2024-10-01,SK0314,Kysucké Nové Mesto,943,495,810,109,361,87,103,116,182,923,2023,32642,22157,10731
2024-10-01,HU2332,Dombóvári Járás,946,480,,414,,,,109,222,,2023,29013,18205,9004
2024-10-01,HU3327,Sarkadi Járás,952,445,,520,,,,155,305,,2023,19996,12808,6209
2024-10-01,PL6343,Powiat nowodworski,953,609,,267,213,,,124,151,89,2023,33626,22162,10750
2024-10-01,PL4142,Powiat kolski,958,572,,172,191,,,215,123,87,2023,81562,52653,25891
2024-10-01,PL8434,Powiat sejneński,960,359,,289,446,,,133,146,13,2023,18645,12190,5876
2024-10-01,PL7221,Powiat buski,967,504,,207,288,,,232,142,18,2023,67817,43083,21037
2024-10-01,PL5244,Powiat oleski,972,572,,221,395,,,180,195,31,2023,61281,40167,19980
2024-10-01,HU2139,Veszprémi Járás,976,483,,241,,,,59,370,,2023,79474,52352,26238
2024-10-01,CZ0315,Prachatice,977,508,860,273,196,175,172,180,254,1282,2023,51474,32627,15877
2024-10-01,HU3127,Pétervásárai Járás,982,492,,563,,,,111,275,,2023,18985,11356,5560
2024-10-01,PL4172,Powiat grodziski,987,542,,195,377,,,172,159,117,2023,51560,33921,16681
2024-10-01,PL7223,Powiat kazimierski,990,480,,242,533,,,188,135,36,2023,31693,20429,9953
2024-10-01,PL4162,Powiat kaliski,990,554,,249,392,,,197,153,83,2023,82215,53924,26569
2024-10-01,PL9131,Powiat grodziski,994,531,,201,284,,,106,167,70,2023,105707,67841,34390
2024-10-01,PL8427,Powiat zambrowski,1006,474,,311,374,,,156,162,8,2023,41370,27246,13125
2024-10-01,PL5156,Powiat lwówecki,1012,537,,317,382,,,122,208,106,2023,42817,27849,13648
2024-10-01,HU3312,Bajai Járás,1021,554,,266,,,,103,429,,2023,60365,37770,18774
2024-10-01,HU110G,Budapest 15. kerület,1022,589,,241,,,,71,325,,2023,75590,49921,25511
2024-10-01,PL22A3,Powiat m.Mysłowice,1024,576,,347,325,,,107,163,96,2023,71280,46691,23412
2024-10-01,PL8247,Powiat m.Tarnobrzeg,1028,501,,144,422,,,103,164,61,2023,43712,28065,14093
2024-10-01,PL5155,Powiat lubański,1029,451,,332,346,,,123,170,44,2023,51410,33294,16367
2024-10-01,SK0313,Dolný Kubín,1034,522,915,80,302,153,152,170,158,354,2023,38734,25596,12538
2024-10-01,PL9254,Powiat sokołowski,1034,490,,232,377,,,178,106,125,2023,50064,31514,15175
2024-10-01,PL7143,Powiat poddębicki,1038,466,,370,531,,,132,185,45,2023,39356,25081,12164
2024-10-01,HU2323,Fonyódi Járás,1039,571,,408,,,,98,393,,2023,33287,20632,10179
2024-10-01,PL8211,Powiat bieszczadzki,1043,487,,241,515,,,161,156,8,2023,20601,13744,6793
2024-10-01,SK0425,Košice IV,1046,546,978,108,315,139,136,124,155,764,2023,56143,35278,17399
2024-10-01,PL8143,Powiat łęczyński,1056,591,,264,353,,,196,116,30,2023,55721,36863,18236
2024-10-01,PL2274,Powiat m.Jastrzębie-Zdrój,1061,655,,269,311,,,170,146,190,2023,82301,53364,26291
2024-10-01,SK0235,Šaľa,1064,619,924,230,272,121,179,133,204,730,2023,50384,33784,16584
2024-10-01,CZ0324,Plzeň-jih,1064,594,955,309,264,201,195,181,260,2039,2023,71593,45464,21979
2024-10-01,PL9261,Powiat grójecki,1065,538,,339,320,,,163,158,47,2023,97029,61897,30354
2024-10-01,HU1105,Budapest 09. kerület,1066,562,,360,,,,46,326,,2023,58205,42777,21433
2024-10-01,PL9135,Powiat warszawski zachodni,1067,509,,227,366,,,85,234,202,2023,135216,87040,43990
2024-10-01,HU3132,Bátonyterenyei Járás,1072,571,,523,,,,121,340,,2023,19119,11987,5808
2024-10-01,PL4164,Powiat krotoszyński,1073,608,,226,341,,,216,170,205,2023,74921,48596,23963
2024-10-01,PL4146,Powiat wrzesiński,1076,656,,250,334,,,170,148,118,2023,78223,51234,25281
2024-10-01,PL5185,Powiat średzki,1083,517,,404,418,,,123,218,90,2023,59078,39138,19268
2024-10-01,HU2313,Komlói Járás,1083,542,,399,,,,141,317,,2023,31851,20141,9841
2024-10-01,HU110A,Budapest 10. kerület,1085,615,,358,,,,61,316,,2023,73389,51097,25354
2024-10-01,PL4274,Powiat pyrzycki,1090,614,,303,462,,,161,165,14,2023,36413,23532,11276
2024-10-01,PL9255,Powiat węgrowski,1099,544,,234,440,,,178,171,135,2023,61908,39017,18769
2024-10-01,HU3215,Hajdúböszörményi Járás,1100,555,,465,,,,90,474,,2023,37866,24720,11946
2024-10-01,PL8156,Powiat rycki,1106,546,,192,440,,,213,154,38,2023,51557,32302,15553
2024-10-01,HU3116,Mezőcsáti Járás,1109,536,,657,,,,174,285,,2023,13512,8858,4222
2024-10-01,PL2284,Powiat m.Piekary Śląskie,1111,582,,308,475,,,129,143,229,2023,51707,33253,16719
2024-10-01,HU3326,Orosházi Járás,1114,549,,343,,,,128,389,,2023,45084,28194,13666
2024-10-01,HU2335,Tamási Járás,1114,584,,504,,,,144,324,,2023,34308,21670,10527
2024-10-01,PL22C4,Powiat m.Tychy,1115,597,,252,154,,,151,158,314,2023,122045,76507,38568
2024-10-01,HU2333,Paksi Járás,1120,615,,497,,,,155,296,,2023,45675,29401,14279
2024-10-01,CZ0633,Pelhřimov,1121,646,1057,209,166,218,240,205,264,2057,2023,74575,46853,22766
2024-10-01,PL22A4,Powiat m.Ruda Śląska,1128,583,,361,129,,,193,148,123,2023,130302,85101,42532
2024-10-01,HU311F,Tiszaújvárosi Járás,1135,667,,479,,,,149,327,,2023,30435,20036,9375
2024-10-01,HU311A,Putnoki Járás,1136,570,,596,,,,172,310,,2023,17017,11224,5396
2024-10-01,HU311B,Sárospataki Járás,1137,572,,444,,,,122,386,,2023,21110,13515,6567
2024-10-01,CZ0524,Rychnov nad Kněžnou,1149,646,1084,295,224,214,232,234,267,1602,2023,80884,50691,24505
2024-10-01,HU110J,Budapest 18. kerület,1154,618,,234,,,,80,368,,2023,98903,64248,32525
2024-10-01,PL22C1,Powiat mikołowski,1154,632,,216,283,,,188,172,103,2023,100002,65007,32556
2024-10-01,PL8422,Powiat hajnowski,1156,441,,348,602,,,128,222,19,2023,38817,23558,11435
2024-10-01,HU321A,Püspökladányi Járás,1159,649,,519,,,,113,559,,2023,35792,23029,11003
2024-10-01,HU3231,Baktalórántházai Járás,1159,582,,678,,,,195,366,,2023,17609,11875,5751
2024-10-01,PL22B4,Powiat m.Jaworzno,1161,604,,247,370,,,136,181,263,2023,86812,56711,28326
2024-10-01,PL6224,Powiat mrągowski,1161,549,,426,263,,,185,220,143,2023,47472,31789,15825
2024-10-01,HU323B,Tiszavasvári Járás,1163,645,,661,,,,183,324,,2023,25389,16286,7695
2024-10-01,HU3216,Hajdúhadházi Járás,1163,634,,669,,,,159,414,,2023,23285,15326,7462
2024-10-01,HU3225,Kunszentmártoni Járás,1166,625,,468,,,,136,478,,2023,31762,19855,9477
2024-10-01,PL5243,Powiat krapkowicki,1166,711,,314,521,,,133,206,136,2023,59647,39876,19916
2024-10-01,SK0226,Považská Bystrica,1168,595,1059,88,224,181,206,156,204,1105,2023,60577,40476,19791
2024-10-01,PL7141,Powiat łaski,1171,531,,284,434,,,147,216,46,2023,48742,31392,15432
2024-10-01,SK0327,Poltár,1172,581,930,346,624,108,93,157,236,31,2023,20247,13298,6396
2024-10-01,SK0224,Nové Mesto nad Váhom,1172,657,1070,179,242,184,225,176,167,2489,2023,61349,39399,19330
2024-10-01,PL8246,Powiat tarnobrzeski,1175,591,,190,493,,,185,204,187,2023,50935,33714,16517
2024-10-01,PL4285,Powiat policki,1175,589,,395,330,,,152,182,124,2023,85917,57867,29200
2024-10-01,CZ020C,Rakovník,1181,692,1106,324,309,177,201,215,281,1427,2023,56410,35217,17170
2024-10-01,SK032D,Žiar nad Hronom,1185,675,1061,236,406,135,150,167,252,591,2023,43738,28444,13871
2024-10-01,HU2125,Tatabányai Járás,1187,621,,375,,,,132,358,,2023,85064,56426,28027
2024-10-01,PL5246,Powiat strzelecki,1189,594,,356,348,,,158,255,932,2023,71257,47514,23494
2024-10-01,PL7153,Powiat łowicki,1191,540,,247,449,,,169,216,99,2023,74009,47198,23411
2024-10-01,PL6223,Powiat lidzbarski,1191,651,,336,354,,,138,248,84,2023,38126,24943,12182
2024-10-01,PL2291,Powiat gliwicki,1194,620,,287,418,,,150,238,76,2023,113180,74024,37127
2024-10-01,SK041B,Stropkov,1199,646,894,395,678,51,76,152,202,18,2023,19553,13045,6316
2024-10-01,PL7142,Powiat pajęczański,1205,653,,305,365,,,197,190,11,2023,48575,31381,15106
2024-10-01,HU3222,Jászberényi Járás,1205,593,,453,,,,149,415,,2023,49524,31804,15634
2024-10-01,PL4316,Powiat m.Gorzów Wielkopolski,1209,650,,301,171,,,120,201,91,2023,115247,73488,37304
2024-10-01,PL2243,Powiat myszkowski,1211,611,,255,403,,,132,194,86,2023,67573,43020,21435
2024-10-01,PL4145,Powiat turecki,1216,741,,225,297,,,246,172,87,2023,80990,53061,26157
2024-10-01,PL5232,Powiat głubczycki,1217,620,,462,559,,,145,244,39,2023,42608,27664,13411
2024-10-01,PL4161,Powiat jarociński,1217,733,,211,377,,,226,168,131,2023,69749,45221,22520
2024-10-01,PL6166,Powiat wąbrzeski,1217,760,,346,594,,,209,173,63,2023,32420,21236,10344
2024-10-01,CZ0326,Rokycany,1222,679,1161,435,448,164,153,185,335,1222,2023,50804,32090,15691
2024-10-01,HU1209,Monori Járás,1226,687,,483,,,,110,393,,2023,73600,48987,24092
2024-10-01,PL5233,Powiat namysłowski,1235,744,,289,610,,,157,211,193,2023,42033,27220,13479
2024-10-01,PL4183,Powiat szamotulski,1236,717,,308,380,,,243,182,188,2023,91659,59794,29773
2024-10-01,PL4114,Powiat wągrowiecki,1237,761,,317,339,,,240,191,167,2023,69007,45213,22199
2024-10-01,PL22C2,Powiat pszczyński,1238,729,,253,390,,,189,177,365,2023,110777,73234,36567
2024-10-01,PL4281,Powiat goleniowski,1243,699,,427,204,,,188,162,400,2023,81363,53377,26079
2024-10-01,PL5242,Powiat kluczborski,1245,725,,392,607,,,163,236,75,2023,61236,40588,20020
2024-10-01,PL5162,Powiat górowski,1250,712,,368,523,,,230,174,69,2023,32459,21232,10299
